title,date,author
ရွှေဘိုမြိုနယ်ရှိ ကျေးရွာတစ်ရွာတွင် တော်လှန်ရုပ်ရှင်ဇာတ်ကားများ ပြသ,"March 25, 2024",Yangon Khit Thit News Agency -
အဓမ္မ မလိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"March 25, 2024",Yangon Khit Thit News Agency -
ကရင်နီလူမျိုးစုများက လေယာဥ်ဆီတင်ပို့သည့် ကုမ္ပဏီများ ပိတ်ပင်တားဆီးပေးရန် တောင်းဆိုသည့် လှုပ်ရှားမှု ပြုလုပ်,"March 25, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် ဖက်ဆစ် စစ်တပ် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 25, 2024",Yangon Khit Thit News Agency -
ရန်ကုန်မြို့လယ်တွင် “မတရားစစ်မှုထမ်းဥပဒေ တော်လှန်ရေးနဲ့ဆန့်ကျင်ကြ” ဆိုသော ဗီနိုင်းကို ချိတ်ဆွဲပြီး စစ်အာဏာရှင် ဆန့်ကျင်ရေး လှုပ်ရှား,"March 25, 2024",Yangon Khit Thit News Agency -
အောင်လံလွှင့်မည် ဒေါင်းသွေးနီ သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 24, 2024",Yangon Khit Thit News Agency -
ပုလဲမြို့နယ် ကျေးရွာတစ်ရွာတွင် ပြည်သူများကို ဖက်ဒရယ်ဒီမိုကရေစီအသိပညာ‌ပေး သင်တန်းပေးပွဲပြုလုပ်,"March 24, 2024",Yangon Khit Thit News Agency -
ပုသိမ်မြို့နယ်တွင် စစ်အာဏာရှင် ဆန့်ကျင်ရေး အိမ်တွင်းသပိတ်ပြုလုပ်,"March 24, 2024",Yangon Khit Thit News Agency -
အဓမ္မ မလိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"March 24, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် ဖက်ဆစ် စစ်တပ် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 24, 2024",Yangon Khit Thit News Agency -
ရွှေဘိုမြိုနယ်ရှိ ရွာတစ်ရွာတွင် စစ်အာဏာရှင်ကျဆုံးရေး လူထုလှုပ်ရှားမှု ပြုလုပ်,"March 24, 2024",Yangon Khit Thit News Agency -
မုံရွာ -အရာတော် လမ်းပိုင်းတွင် စစ်သားများ လိုက်ပါလာသော ကား ၂ စီးကို ပစ်ခတ်မှု စစ်သား ၃ ဦး သေဆုံး၊ မြင်းခြံမြို့နယ်တွင် စစ်သားများကို ဒရုန်းဖြင့် ဗုံးကျဲ တိုက်ခိုက်,"March 24, 2024",Yangon Khit Thit News Agency -
ဖာပွန်ရှိ စစ်ကောင်စီတပ်စခန်းအားလုံးကို လမ်းကြောင်းဖြတ်တောက် ပိတ်ဆို့ထားပြီဖြစ်၍ တပ်အားလုံး အလုံးစုံ ထွက်ခွာသွားကြရန် KNU တပ်မဟာ ၅ က သတိပေးကြေညာ,"March 24, 2024",Yangon Khit Thit News Agency -
ရွှေဘိုမြို့ပေါ်မှ ထွက်လာသော စစ်တပ် ထောက်ပို့ကား ၂ စီးကို ပစ်ခတ် တိုက်ခိုက်မှု စစ်သား ၇ ဦး ဒဏ်ရာရရှိ၊ ပုလောမြို့နယ်တွင် တိုက်ပွဲဖြစ်ပွား,"March 24, 2024",Yangon Khit Thit News Agency -
ထားဝယ်မြို့ရှိ စစ်ဘေးရှောင်ပြည်သူများကို စားနပ်ရိက္ခာများ ထောက်ပံ့လှူဒါန်း,"March 24, 2024",Yangon Khit Thit News Agency -
ကလေးမြို့မှ ရဲတပ်သား ၂ ဦး သေနတ် ၂ လက်ယူဆောင်လာပြီး အလင်းဝင်၊ ငွေကျပ် သိန်း ၅၀ ဆုချီးမြှင့်,"March 24, 2024",Yangon Khit Thit News Agency -
မတ္တရာ၊ ကျောက်တံတားကြီးရွာတွင် လက်ဖက်ရည်ဆိုင်ထိုင်နေသော စစ်သားများကို ပစ်ခတ်တိုက်ခိုက်မှု ဗိုလ်ကြီး ၁ ဦးအပါအဝင် ၄ ဦးသေဆုံး,"March 24, 2024",Yangon Khit Thit News Agency -
ဒို့အညာတော်လှန်ရေးတပ်ဖွဲ့အတွက် Emergency bag ၂လုံးကို အညာပစ်တိုင်းထောင်လေးများအဖွဲ့ ထောက်ပံ့,"March 24, 2024",Yangon Khit Thit Media -
ဆိပ်ဖြူ – ပေါက် လမ်းပိုင်းတွင် စစ်ကောင်စီတပ်ဖွဲ့ဝင်များ စီးနင်းလာသည့် ကားတစ်စီးကို မိုင်းဆွဲ တိုက်ခိုက်မှု စစ်သား ၄ ဦးသေဆုံး,"March 24, 2024",Yangon Khit Thit News Agency -
မံစီမြို့နယ်၊ မိုင်းခေါင်ရွာသစ်စခန်းမှ ခလရ ၁၂၁ မှ ဗိုလ်မှူး သန့်ဇင်ကိုကို ဦးစီးသော အင်အား ၅၀ ပါ တပ်ဖွဲ့က KIAနှင့်တော်လှန်ရေးတပ်များ စခန်းအနီး ချည်းကပ်လာစဉ် ထွက်ပြေး၊ စစ်တပ်စခန်းကို KIA အလွယ်တကူသိမ်းပိုက်ရရှိ,"March 24, 2024",Yangon Khit Thit News Agency -
ရွှေဘိုမြို့နယ်တွင် စစ်ကောင်စီ တပ်သားများကို မိုင်းခွဲ တိုက်ခိုက်မှု ၁ ဦးသေဆုံး၊ ရေဦးတွင် စစ်ကြောင်းကို ဒရုန်းဖြင့် ဗုံးကျဲ တိုက်ခိုက်,"March 23, 2024",Yangon Khit Thit News Agency -
ဝက်လက်မြို့နယ်တွင် စစ်ဘေးရှောင်ပြည်သူ ၂၀၀ ကျော်ကို ကျန်းမာရေးစောင့်ရှောက်မှုပေး,"March 23, 2024",Yangon Khit Thit News Agency -
အောင်လံလွှင့်မည် ဒေါင်းသွေးနီ သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 23, 2024",Yangon Khit Thit News Agency -
ဆားလင်းကြီးမြို့နယ်တွင် စစ်တပ်ကို လေယာဥ်ဆီတင်ပို့သည့် ကုမ္ပဏီများ ပိတ်ပင် တားဆီးပေးရန် တောင်းဆိုသည့် လူထုလှုပ်ရှားမှု သပိတ် ပြုလုပ်,"March 23, 2024",Yangon Khit Thit News Agency -
အဓမ္မ မလိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"March 23, 2024",Yangon Khit Thit News Agency -
ရေဖြူမြို့နယ်၊ မင်းသားရွာရှိ စစ်စခန်းကို တော်လှန်ရေး တပ်ဖွဲ့များက တိုက်ခိုက် သိမ်းပိုက်ခဲ့ပြီး စစ်တပ်ဘက်မှ ၁၀ ဦးကျော် သေဆုံးကာ စခန်းကို မီးရှို့ရှင်းလင်း၊ မလွဲတောင်ဂိတ်ကိုလည်း ဒရုန်းဖြင့် ဗုံးကျဲ တိုက်ခိုက်,"March 23, 2024",Yangon Khit Thit News Agency -
NUG အစိုးရ၊ ပြည်သူ့ရဲတပ်ဖွဲ့ဝင်များ၏ အကြမ်းဖက်မှုနှိမ်နင်းတိုက်ဖျက်ရေးသင်တန်းဆင်းပွဲ ပြုလုပ်,"March 23, 2024",Yangon Khit Thit News Agency -
နောက်ပြန်မလှည့်ကြေး ဒီတော်လှန်ရေး လူထုသပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် ချေမှုန်းရေး ချီတက် ဆန္ဒပြ,"March 23, 2024",Yangon Khit Thit News Agency -
လောင်းလုံးမြို့နယ်တွင် စစ်အာဏာရှင် ဆန့်ကျင်ရေး ချီတက်ဆန္ဒပြ,"March 23, 2024",Yangon Khit Thit News Agency -
မကွေးခရိုင် တပ်ရင်း ၁ တွင် စစ်ဘက်ဆိုင်ရာ ကျင့်ဝတ်အသစ်များကို ရှင်းလင်း ဆွေးနွေးပွဲပြုလုပ်,"March 23, 2024",Yangon Khit Thit News Agency -
ရွှေဘိုမြိုနယ်ရှိ ကျေးရွာတစ်ရွာတွင် လူထုကို ဟောပြောစည်းရုံးခြင်းနှင့် တော်လှန်ရုပ်ရှင်ပြသခြင်းများ လုပ်ဆောင်,"March 23, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်တွင် မတရားစစ်မှုထမ်းဥပဒေ အလိုမရှိ ဓာတ်ပုံကမ်ပိန်းနှင့် ‘နွေဦးအလင်း’ နိုင်ငံရေးစာစဥ် ဖြန့်ချိ,"March 23, 2024",Yangon Khit Thit News Agency -
ရေဦးမြို့နယ်၊ ချောင်းရိုးရွာကို စစ်ကြောင်းထိုးလာ‌သော စစ်တပ်ကို ဒရုန်းဖြင့် ဗုံးကျဲ,"March 23, 2024",Yangon Khit Thit News Agency -
မိုးမောက်မြို့နယ်၊ နောင်ကွန်ကျေးရွာအခြေစိုက် အမြောက်တပ်ရင်း အမှတ် ၃၇၀ ကို KIA က သိမ်းပိုက်ရရှိ,"March 23, 2024",Yangon Khit Thit News Agency -
ဘုတလင်မြို့နယ်ရှိ မီးဘေးသင့် စစ်ရှောင်ပြည်သူများကို စားသောက်ကုန်နှင့် လူသုံးကုန်ပစ္စည်းများ လှူဒါန်း,"March 22, 2024",Yangon Khit Thit News Agency -
အဓမ္မ မလိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"March 22, 2024",Yangon Khit Thit News Agency -
အောင်လံလွှင့်မည် ဒေါင်းသွေးနီ သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 22, 2024",Yangon Khit Thit News Agency -
မင်းကင်းမြို့တွင် စစ်မှုထမ်း ဥပဒေကို အကောင်အထည်ဖော်ရန် လုပ်ဆောင်နေသည့် ထွေအုပ်ရုံးနှင့် လဝက ရုံးကို PDF တပ်ဖွဲ့က ၃ ရက်ဆက်တိုက် ဒရုန်းဖြင့် ဗုံးကျဲ တိုက်ခိုက်,"March 22, 2024",Yangon Khit Thit News Agency -
လက်ပံတောင်းတောင်ဒေသတွင် စစ်တပ်ကို လေယာဥ်ဆီတင်ပို့သည့် ကုမ္ပဏီများ ပိတ်ပင် တားဆီးပေးရန် တောင်းဆိုသည့် လူထုလှုပ်ရှားမှု သပိတ် ပြုလုပ်,"March 22, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်တွင် စစ်အာဏာရှင် ချေမှုန်းရေး ချီတက်ဆန္ဒပြ,"March 21, 2024",Yangon Khit Thit News Agency -
ဆားလင်းကြီးမြို့နယ်တွင် မီးဘေးသင့်ပြည်သူများအတွက် ဒန်အိုးများသွားရောက်လှူဒါန်း,"March 21, 2024",Yangon Khit Thit News Agency -
မုံရွာ-ပုသိမ် လမ်းပိုင်းတွင် ပိုက်ဆံတောင်းနေသော ရဲများကို မိုင်းဆွဲ တိုက်ခိုက်မှု ၃ ဦးသေဆုံး၊ မုံရွာ – ချောင်းဦး လမ်းပိုင်းတွင် စစ်ကားများကို ၃ ကြိမ် မိုင်းဆွဲတိုက်ခိုက်မှု စစ်ကား ၁ စီး ပျက်စီး,"March 21, 2024",Yangon Khit Thit News Agency -
အောင်လံလွှင့်မည် ဒေါင်းသွေးနီ သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 21, 2024",Yangon Khit Thit News Agency -
ချင်းတွင်းမြစ်ကမ်းဘေးကျေးရွာများသပိတ်စစ်ကြောင်း တောင်ယာပြည်သူများနှင့် ပူးပေါင်းကာ လေယာဉ်ဆီ ရောင်းချနေခြင်း ရပ်တန့်ရေး လှုပ်ရှားမှုလုပ်ဆောင်,"March 21, 2024",Yangon Khit Thit News Agency -
အရာတော်မြို့နယ်တွင် ပြည်သူများကို တော်လှန်ရုပ်ရှင်ဇာတ်ကားများ ပြသခြင်းနှင့် သပိတ်တရားဟောပြောခြင်း ပြုလုပ်,"March 21, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် လေကြောင်းအန္တရာယ်ကာကွယ်ရေးနှင့် အသိပညာပေး ဟောပြောပွဲပြုလုပ်,"March 21, 2024",Yangon Khit Thit News Agency -
အဓမ္မ မလ်ိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"March 21, 2024",Yangon Khit Thit News Agency -
လက်ပံတောင်းတောင်ဒေသတွင် စစ်တပ်ကို လေယာဥ်ဆီတင်ပို့သည့် ကုမ္ပဏီများ ပိတ်ပင် တားဆီးပေးရန် တောင်းဆိုသည့် လူထုလှုပ်ရှားမှု သပိတ် ပြုလုပ်,"March 21, 2024",Yangon Khit Thit News Agency -
ရွာငံမြို့နယ်တွင် စစ်ကြောင်းထိုးလာသော စစ်တပ်ကို မိုင်းခွဲမှု စစ်သား ၂ ဦး သေဆုံးပြီး ၁၅ ဦး ထိခိုက်ဒဏ်ရာရ,"March 21, 2024",Yangon Khit Thit News Agency -
ဝက်လက်မြို့နယ်တွင် စစ်ဘေးရှောင်ပြည်သူများအတွက် မိုးကာများလှူဒါန်း,"March 21, 2024",Yangon Khit Thit News Agency -
စစ်တပ်က သိမ်းပိုက်ထားခဲ့သော KIA ဌာနချုပ်ဟောင်း နားဖော့စခန်း နှင့် အူဂါရှန်စခန်းကို ပြန်လည် တိုက်ခိုက်သိမ်းပိုက်ရရှိ,"March 21, 2024",Yangon Khit Thit News Agency -
ချင်းမိုင်တက္ကသိုလ်မှ မြန်မာကျောင်းသား ကျောင်းသူများ စစ်တပ်ကို လေယာဉ်ဆီရောင်းချမှု ဖြတ်တောက်ရေး ဓာတ်ပုံကမ်ပိန်းပြုလုပ်,"March 21, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်တွင် “လေကြောင်းတိုက်ခိုက်မှုတွေရပ်တန့်ဖို့ လေယာဥ်ဆီကို ဖြတ်တောက်စို့” စာသားနှင့် ဓာတ်ပုံကမ်ပိန်းပြုလုပ်,"March 21, 2024",Yangon Khit Thit News Agency -
ဝက်လက်မြို့တွင် စစ်အာဏာရှင် ဆန့်ကျင်ရေး ချီတက် ဆန္ဒပြ,"March 21, 2024",Yangon Khit Thit News Agency -
ဆားလင်းကြီးမြို့တွင် ရဲဘော်မင်းမင်းထက် ကျဆုံးခြင်း ၉ လပြည့် ဝမ်းနည်းခြင်း အခမ်းအနားနှင့် စစ်တပ် အလိုမရှိကြောင်း ဆန္ဒပြ,"March 21, 2024",Yangon Khit Thit News Agency -
ရှမ်းမြောက်နှင့် ရခိုင်ပြည်နယ်တိုက်ပွဲများတွင် ဆုတ်ခွာလာသော ရဲတပ်ဖွဲ့ဝင် ရာချီ၍ စစ်ကောင်စီက ထောင်သွင်းအကျဉ်းချထား,"March 21, 2024",Yangon Khit Thit News Agency -
စစ်မှုမထမ်းမနေရ ဥပဒေက ဆင့်ခေါ် သည့် အဆင့်သို့ ရောက်နေပြီး ဆုံး ဖြတ်ချက်ချရမည့်အချိန် ကျော်လွန်လျှင် ပြင်ဆင်မရသော ခရီးကြမ်း လျှောက်လှမ်းကြရမည်ဟု KIO ခေါင်းဆောင် ဒုဗိုလ်ချုပ်ကြီး ဂွန်မော်သတိပေး,"March 21, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်တွင် စစ်အာဏာရှင်ဆန့်ကျင်ရေး ချီတက် ဆန္ဒပြ,"March 20, 2024",Yangon Khit Thit News Agency -
အောင်လံလွှင့်မည် ဒေါင်းသွေးနီ သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 20, 2024",Yangon Khit Thit News Agency -
ဝက်လက်မြို့နယ်တွင် စစ်အာဏာရှင်ဆန့်ကျင်ရေး တော်လှန်ရုပ်ရှင်ပြသခြင်းနှင့် ထိုင်သပိတ်ပြုလုပ်,"March 20, 2024",Yangon Khit Thit News Agency -
ကနီမြို့နယ်ရှိ စစ်ရှောင် အမျိုးသမီးများကို အမျိုးသမီးအသုံးအဆောင်ပစ္စည်းများ လှူဒါန်း,"March 20, 2024",Yangon Khit Thit News Agency -
အာဏာရှင်မလိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"March 20, 2024",Yangon Khit Thit News Agency -
အားမာန်သစ် လူထု သပိတ် စစ်ကြောင်း အကြမ်းဖက် စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 20, 2024",Yangon Khit Thit News Agency -
တိုက်ခိုက်သိမ်းပိုက်ရရှိထားသော စစ်ကောင်စီ၏ ဘွမ်ရေဘွမ့် ပွိုင့် ၇၇၁ စခန်းကို KIA စစ်ဦးစီးချုပ်နှင့် NUG ကာကွယ်ရေးဝန်ကြီးတို့ သွားရောက် စစ်ဆေး,"March 20, 2024",Yangon Khit Thit News Agency -
လက်ပံတောင်းတောင်ဒေသတွင် စစ်တပ်ကို လေယာဥ်ဆီတင်ပို့သည့် ကုမ္ပဏီများ ပိတ်ပင် တားဆီးပေးရန် တောင်းဆိုသည့် လူထုလှုပ်ရှားမှု သပိတ် ပြုလုပ်,"March 20, 2024",Yangon Khit Thit News Agency -
ကယ်တင်ရှင်မရှာ ဒို့ကျေးရွာ သပိတ် စစ်ကြောင်း စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 20, 2024",Yangon Khit Thit News Agency -
မြိုင်မြို့နယ်၊ ကိုင်းတောမရွာတွင် စစ်တပ်စစ်ကြောင်းကို အနီးကပ် ပစ်ခတ် တိုက်ခိုက်မှု စစ်တပ်ဘက်မှ ၃ ဦးသေဆုံးပြီး သေနတ် ၂ လက် သိမ်းဆည်းရရှိ,"March 20, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်တွင် စစ်အာဏာရှင် ချေမှုန်းရေး ချီတက် ဆန္ဒပြ,"March 20, 2024",Yangon Khit Thit News Agency -
မြောင်မြို့နယ်၊ ကျောက်တန်းကျေးရွာအနီးတွင် တိုက်ပွဲဖြစ်ပြီး စစ်ဗိုလ် ၁ ဦးအပါအဝင် ၂ ဦးသေဆုံး,"March 19, 2024",Yangon Khit Thit News Agency -
ရန်ကုန်တွင် စစ်မှုထမ်း ဥပဒေ အသက်ဝင်ရန် ကူညီနေသူ အားလုံးကို ထိရောက်စွာ အရေးယူမည်ဟု ရန်ကုန်မြို့ပြ ပြောက်ကျားအဖွဲ့များ ကြေညာ,"March 19, 2024",Yangon Khit Thit News Agency -
အောင်လံလွှင့်မည် ဒေါင်းသွေးနီ သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင်တော်လှန်ရေး ချီတက်ဆန္ဒပြ,"March 19, 2024",Yangon Khit Thit News Agency -
ရွှေနွယ်သွေး သပိတ် စစ်ကြောင်း ဖက်ဆစ် စစ်တပ် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 19, 2024",Yangon Khit Thit News Agency -
ပုလောမြို့နယ်အတွင်း စစ်မှုထမ်း ဥပဒေ အသက်ဝင်ရန် ကူညီဆောင်ရွက်နေသော အုပ်ချုပ်ရေးမှူးများကို ပြင်းပြင်းထန်ထန် အရေးယူမည်ဟု ပုလော PDF က သတိပေး,"March 19, 2024",Yangon Khit Thit News Agency -
တနင်္သာရီမြို့နယ်တွင် စစ်အာဏာရှင်ဆန့်ကျင်ရေး တော်လှန်ရုပ်ရှင် ပြသခြင်းနှင့် လေကြောင်းရန်ကာကွယ်ရေး အသိပညာပေး,"March 19, 2024",Yangon Khit Thit News Agency -
နတ်တလင်းမြို့နယ်တွင် တစ်ရွာလုံး စစ်မှုထမ်းမည်ဟု ကြွေးကြော်ထားသည့် ပျဉ်ပုံရွာ အုပ်ချုပ်ရေးမှူးနှင့် ပျူစောထီး ခေါင်းဆောင်ကို PDF တပ်ဖွဲ့က ဝင်ရောက် ပစ်ခတ်မှု ၁ ဦးသေဆုံး,"March 19, 2024",Yangon Khit Thit News Agency -
အာဏာရှင်မလိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"March 19, 2024",Yangon Khit Thit News Agency -
လောင်းလုံးမြို့နယ်တွင် စစ်တပ်ကို လေယာဥ်ဆီတင်ပို့သည့် ကုမ္ပဏီများ ပိတ်ပင် တားဆီးပေးရန် တောင်းဆိုသည့် လူထုလှုပ်ရှားမှု သပိတ် ပြုလုပ်,"March 19, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် စစ်အာဏာရှင် ဆန့်ကျင်ရေး တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 18, 2024",Yangon Khit Thit News Agency -
အောင်လံလွှင့်မည် ဒေါင်းသွေးနီ သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 18, 2024",Yangon Khit Thit News Agency -
အားမာန်သစ် သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 18, 2024",Yangon Khit Thit News Agency -
တနင်္သာရီမြို့နယ်အတွင်း စစ်အာဏာရှင် ဆန့်ကျင် တော်လှန်ရေး ရုပ်ရှင်ပြပွဲပြုလုပ်,"March 18, 2024",Yangon Khit Thit News Agency -
ပခုက္ကူခရိုင်အမှတ် – ၆ တပ်ရင်းတွင် ဝတ်စုံပေးအပ်ခြင်းနှင့် လူထု တွေ့ဆုံပွဲပြုလုပ်,"March 18, 2024",Yangon Khit Thit News Agency -
လက်ပံတန်းမြို့နယ်တွင် တိုက်ပွဲ ၂ ကြိမ် ဖြစ်ပွားပြီး စစ်တပ် ဘက်မှ ၆ ဦးသေဆုံး၊ ရွှေကျင်မြို့နယ်ရှိ စစ်တပ် စခန်းကို ဒရုန်းဖြင့် ဗုံးကျဲတိုက်ခိုက်မှု စစ်သား ၄ ဦး သေဆုံး,"March 18, 2024",Yangon Khit Thit News Agency -
ချင်းတွင်းမြစ်ကမ်းဘေးကျေးရွာများသပိတ်စစ်ကြောင်း မြန်မာစစ်တပ်ကို လေယာဥ်ဆီရောင်းချမှုရပ်တန့်ရေး ဆန္ဒထုတ်ဖော်,"March 18, 2024",Yangon Khit Thit News Agency -
အာဏာရှင်မလိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"March 18, 2024",Yangon Khit Thit News Agency -
စစ်ကောင်စီက စစ်အုပ်ချုပ်ရေးကြေညာခဲ့သဖြင့် စိုးရိမ်နေသော နမ္မတူမြိုခံ လူထုကို TNLA မှ ဗိုလ်ချုပ်တားဘုန်းကျော် သွားရောက်တွေ့ဆုံ,"March 18, 2024",Yangon Khit Thit News Agency -
ကယ်တင်ရှင်မရှာ ဒို့ကျေးရွာ သပိတ် စစ်ကြောင်း ဖက်ဆစ် စစ်တပ် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 18, 2024",Yangon Khit Thit News Agency -
လောင်းလုံးမြို့နယ်တွင် စစ်အာဏာရှင် ဆန့်ကျင်ရေးနှင့် တော်လှန်ရေးရုပ်ရှင်ပြပွဲ ပြုလုပ်,"March 18, 2024",Yangon Khit Thit News Agency -
နိုင်ငံ၏ အခြေအနေမှာ ပုံမှန်မဟုတ်သော အခြေအနေရောက်ရှိနေ၍ 7 EAO Alliance ဖွဲ့စည်းလိုက်ရပြီး RCSS ဥက္ကဋ္ဌ ဗိုလ်ချုပ်ကြီး ယွက်ဆစ်က ခေါင်းဆောင်အဖြစ် တာဝန်ယူ,"March 18, 2024",Yangon Khit Thit News Agency -
မြင်းခြံမြို့နယ်ရှိ ကျေးရွာများကို စစ်ကြောင်းထိုးနေသော စစ်ကောင်စီ တပ်သားများနှင့် စစ်ကိုင်းမြို့နယ်ရှိ ပျူစောထီးစခန်းကို ဒရုန်းဖြင့် ဗုံးကျဲ တိုက်ခိုက်,"March 17, 2024",Yangon Khit Thit News Agency -
အောင်လံလွှင့်မည် ဒေါင်းသွေးနီ သပိတ်စစ်ကြောင်း စစ်အာဏာရှင် တော်လှန်ရေး ချီတက်ဆန္ဒပြ,"March 17, 2024",Yangon Khit Thit News Agency -
ရေတာရှည်မြို့နယ်နှင့် ဆွာမြို့တွင် စစ်တပ် ကင်းပုန်းများကို ဝင်ရောက် တိုက်ခိုက်မှု စစ်သား ၄ ဦး သေဆုံး,"March 17, 2024",Yangon Khit Thit News Agency -
ကျိုက်ထိုမြို့နယ်အတွင်း စစ်မှုထမ်း ဥပဒေကို အကောင်အထည် ဖော်နေသူများကို အရေးယူမည်သွားဟု ကျိုက်ထို တော်လှန်ရေး အင်အားစု ထုတ်ပြန်,"March 17, 2024",Yangon Khit Thit News Agency -
ဆားလင်းကြီးမြို့နယ် စစ်ရှောင်ပြည်သူများကို ထမင်းတစ်နပ်လှူဒါန်း,"March 17, 2024",Yangon Khit Thit News Agency -
ရွှေနွယ်သွေး သပိတ် စစ်ကြောင်း ဖက်ဆစ် စစ်တပ် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"March 17, 2024",Yangon Khit Thit News Agency -
ရန်ကုန်တွင် စစ်မှုထမ်းဥပဒေကို ဆန့်ကျင်ရေးနှင့် စစ်အာဏာရှင် ချေမှုန်းရေး ချီတက် ဆန္ဒပြ,"March 17, 2024",Yangon Khit Thit News Agency -
အာဏာရှင်မလိုလား မြတ်ဗုဒ္ဓသားတော်များ သပိတ် အင်အားစုမှ စစ်အာဏာရှင် တော်လှန်ရေး လှုပ်ရှားမှု ပြုလုပ်,"March 17, 2024",Yangon Khit Thit News Agency -
စစ်ကောင်စီ၏တပ်စခန်း ၆ ခုကို KIA ဦးဆောင်သော တော်လှန်ရေးတပ်များက ယနေ့ သိမ်းပိုက်ရရှိ,"March 17, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် စစ်အာဏာရှင် ဆန့်ကျင်ရေး ချီတက်ဆန္ဒပြ,"March 17, 2024",Yangon Khit Thit News Agency -
နယူးယောက်မြို့တွင် NYCBC အဖွဲ့ နွေဦးတော်လှန်ရေးရန်ပုံငွေ ဈေးရောင်းပွဲကျင်းပ,"March 17, 2024",Yangon Khit Thit News Agency -
လက်ပံတန်းမြို့နယ်၊ ထန်းပင်ချောင်ရွာ အနီးဖြစ်ပွားခဲ့သော တိုက်ပွဲအတွင်း စစ်တပ်ဘက်မှ ၆ ဦးသေဆုံး၊ အုတ်တွင်းမြို့နယ်၊ လှေဆွဲမြောင်းရွာကို စစ်တပ်က လေကြောင်းဖြင့် ဗုံးကျဲနေ,"March 17, 2024",Yangon Khit Thit News Agency -
လက်ပံတောင်းတောင်ဒေသတွင် စစ်အာဏာရှင်ဆန့်ကျင်ရေး လူထုသပိတ်ချီတက်,"March 17, 2024",Yangon Khit Thit News Agency -
